ticket,category,clean_ticket
I need help because I am having trouble accessing my account What should I do?,Account Issue,
I am having a problem because Can you tell me where my package is? Can you check this?,Delivery Issue,
I need assistance because I have been waiting for my order,Delivery Issue,
"Please help me, I forgot my password Can you resolve this?",Account Issue,
I am having a problem because I am getting an error message Please help me with this issue.,Technical Issue,
I need assistance because I want to cancel my order Please help.,Cancellation,
My order has not arrived yet Can you resolve this?,Delivery Issue,
I need help because The tracking information has not updated Can you resolve this?,Delivery Issue,
I need assistance because The checkout page is not loading What should I do?,Technical Issue,
I am having a problem because The page keeps freezing Please help.,Technical Issue,
I need assistance because The website keeps showing an error Can you check this?,Technical Issue,
I need assistance because How can I upgrade my subscription? Can you resolve this?,Subscription,
I am facing an issue where I cannot complete my payment Please help me with this issue.,Payment Issue,
I am facing an issue where I received the wrong product Can you check this?,Order Issue,
I am facing an issue where The courier has not delivered my package I need assistance.,Delivery Issue,
Could you please help? I want to change my subscription plan Please look into this.,Subscription,
Can you help me? The app keeps crashing Can you resolve this?,Technical Issue,
I need help because Something is missing from my order Can you resolve this?,Order Issue,
I need assistance because The item I received is not what I purchased I need assistance.,Order Issue,
I am having a problem because I am having trouble accessing my account Please look into this.,Account Issue,
"Please help me, How can I reset my password? Please look into this.",Account Issue,
Could you please help? The delivery is taking longer than expected Please help me with this issue.,Delivery Issue,
I need help because The payment keeps getting declined Can you check this?,Payment Issue,
I need assistance because The website is showing an error Please help me with this issue.,Technical Issue,
I am having a problem because Cancel my recent order,Cancellation,
Could you please help? There is an item missing from my package Can you resolve this?,Order Issue,
I am having a problem because My order has not arrived yet I need assistance.,Delivery Issue,
Can you help me? My package has not been delivered I need assistance.,Delivery Issue,
Can you help me? My order contains a damaged item Please help.,Order Issue,
Can you help me? I was charged for a subscription I cancelled Please help me with this issue.,Subscription,
I placed the order by mistake Please help me with this issue.,Cancellation,
Could you please help? I was charged for a subscription I cancelled Can you check this?,Subscription,
The tracking information has not updated Can you check this?,Delivery Issue,
I am having a problem because I have been waiting for my refund Please look into this.,Refund,
I am having a problem because My order has not arrived yet,Delivery Issue,
I need assistance because I placed the order by mistake Can you check this?,Cancellation,
I need help because My order details are incorrect Please look into this.,Order Issue,
I am having a problem because Where is my package? What should I do?,Delivery Issue,
I need assistance because When does my subscription expire? Please look into this.,Subscription,
Can you help me? The delivery is taking longer than expected,Delivery Issue,
How can I change my password? Please look into this.,Account Issue,
I am having a problem because I was charged twice for the same transaction,Payment Issue,
I received the wrong product Please help.,Order Issue,
I am having a problem because The checkout page is not loading,Technical Issue,
I need help because Can you cancel my order? Please look into this.,Cancellation,
"Please help me, I want to cancel my order Please help me with this issue.",Cancellation,
"Please help me, My transaction failed Please look into this.",Payment Issue,
I need help because My order has not arrived yet What should I do?,Delivery Issue,
Could you please help? One item is missing from my order Can you resolve this?,Order Issue,
I need help because I am unable to use the checkout page What should I do?,Technical Issue,
I need help because How do I cancel a purchase?,Cancellation,
"Please help me, I have been waiting for my order Please look into this.",Delivery Issue,
Can you help me? I want to cancel my order Please help me with this issue.,Cancellation,
"Please help me, The app keeps crashing Can you resolve this?",Technical Issue,
I need assistance because I was charged but my order still shows as unpaid Please help me with this issue.,Payment Issue,
I am facing an issue where My order has not arrived yet Please help.,Delivery Issue,
When will my package be delivered? Can you check this?,Delivery Issue,
"Please help me, The courier has not delivered my package What should I do?",Delivery Issue,
I am facing an issue where I need help with my subscription,Subscription,
I am facing an issue where The website is not working Please help.,Technical Issue,
I need assistance because Why is my delivery taking so long? Please look into this.,Delivery Issue,
Could you please help? The payment was successful but the order was cancelled Please help.,Payment Issue,
I want to downgrade my plan Please look into this.,Subscription,
Can you help me? I want to return the payment and get a refund,Refund,
I need help because Where is my package? Please help me with this issue.,Delivery Issue,
I am facing an issue where My subscription was renewed automatically Can you resolve this?,Subscription,
I need help because I want to return the payment and get a refund Please help.,Refund,
Can you help me? There is a technical problem,Technical Issue,
I am having a problem because I want to cancel before it is shipped Please look into this.,Cancellation,
I need help because I cannot access my account Can you resolve this?,Account Issue,
Can you help me? I need my money back What should I do?,Refund,
I am facing an issue where I received a damaged product,Order Issue,
I am having a problem because I cannot remember my password Please help me with this issue.,Account Issue,
I am facing an issue where I cannot remember my password What should I do?,Account Issue,
"Please help me, My delivery is late Can you resolve this?",Delivery Issue,
"Please help me, My refund has not arrived",Refund,
Why did my card payment fail? I need assistance.,Payment Issue,
I need assistance because I need my money back Can you resolve this?,Refund,
I am facing an issue where My account is locked,Account Issue,
"Please help me, The delivery date has passed Please help me with this issue.",Delivery Issue,
I am having a problem because I have been waiting for my order,Delivery Issue,
Could you please help? How do I renew my subscription? Can you check this?,Subscription,
The refund was approved but I have not received it Can you check this?,Refund,
The refund was approved but I have not received it,Refund,
When will I receive my refund? Please help me with this issue.,Refund,
"Please help me, I want to cancel my order Can you resolve this?",Cancellation,
My payment was deducted but the order was not placed Can you resolve this?,Payment Issue,
I am facing an issue where My payment was deducted but the order was not placed Please help.,Payment Issue,
The website is not working Please help.,Technical Issue,
I need help because I forgot my password I need assistance.,Account Issue,
I need help because Please cancel this transaction What should I do?,Cancellation,
I am facing an issue where How can I manage my subscription? Please help.,Subscription,
Can you help me? I am having trouble accessing my account Please help.,Account Issue,
I need help because I cannot use the website What should I do?,Technical Issue,
I am facing an issue where The payment keeps getting declined What should I do?,Payment Issue,
I need help because My money has not been refunded Please help me with this issue.,Refund,
Can you help me? How can I upgrade my subscription? What should I do?,Subscription,
Could you please help? The product I received is different from what I ordered Please help me with this issue.,Order Issue,
I am having a problem because Please cancel my purchase Can you resolve this?,Cancellation,
I made a payment but it is still showing as pending What should I do?,Payment Issue,
"Please help me, Can I get a refund for this order? Please help me with this issue.",Refund,
Can you help me? My order is incomplete,Order Issue,
I am having a problem because The app is very slow I need assistance.,Technical Issue,
I need help because I was charged but my order still shows as unpaid Please help.,Payment Issue,
I am having a problem because How can I stop automatic renewal? Please help me with this issue.,Subscription,
I am having a problem because My order is showing the wrong item I need assistance.,Order Issue,
Can you help me? The app crashes whenever I open it Can you resolve this?,Technical Issue,
Can you help me? Cancel my recent order Please help.,Cancellation,
"Please help me, The checkout page is not loading Please help.",Technical Issue,
Can you help me? I am having trouble accessing my account I need assistance.,Account Issue,
Could you please help? I cannot access my account Can you resolve this?,Account Issue,
I need assistance because I want to upgrade my plan Can you check this?,Subscription,
I need help because The delivery is taking longer than expected I need assistance.,Delivery Issue,
Could you please help? My order contains a damaged item Can you resolve this?,Order Issue,
I need help because Why was I charged for my subscription? Can you resolve this?,Subscription,
I need assistance because The app is very slow Can you resolve this?,Technical Issue,
I need assistance because How can I stop automatic renewal? Please help me with this issue.,Subscription,
I am having a problem because There is an item missing from my package I need assistance.,Order Issue,
I need help because The app crashes whenever I open it I need assistance.,Technical Issue,
Could you please help? My money has not been refunded Please help me with this issue.,Refund,
"Please help me, The app keeps crashing Please help.",Technical Issue,
I need assistance because My order is incomplete Can you check this?,Order Issue,
Could you please help? I received the wrong size Can you resolve this?,Order Issue,
Can you help me? I cannot complete my payment Can you resolve this?,Payment Issue,
I need assistance because My subscription payment failed,Subscription,
Can you help me? The refund was approved but I have not received it What should I do?,Refund,
"Please help me, I cannot remember my password I need assistance.",Account Issue,
Could you please help? Why is my refund delayed? Please help.,Refund,
"Please help me, I cannot use the website Can you check this?",Technical Issue,
I received a damaged product Please help.,Order Issue,
"Please help me, The website is showing an error What should I do?",Technical Issue,
Can you help me? My password is not working What should I do?,Account Issue,
I am facing an issue where I received the wrong size Can you resolve this?,Order Issue,
Could you please help? The app crashes whenever I open it Please help.,Technical Issue,
I need assistance because Can I cancel my order? Can you resolve this?,Cancellation,
The tracking information has not updated I need assistance.,Delivery Issue,
I need assistance because Can I change my subscription? Please look into this.,Subscription,
I need help because The product I received is damaged Can you resolve this?,Order Issue,
The checkout page is not loading Please look into this.,Technical Issue,
I am facing an issue where How can I reset my password? Please help me with this issue.,Account Issue,
I am having a problem because Why is my refund delayed? What should I do?,Refund,
I am having a problem because The product I received is different from what I ordered Can you check this?,Order Issue,
I need help because How can I request a refund? Please look into this.,Refund,
I am having a problem because My transaction failed Please help.,Payment Issue,
I am having a problem because I want to update my account information Can you check this?,Account Issue,
I need assistance because The application stopped working Please look into this.,Technical Issue,
I need help because When does my subscription expire? Can you check this?,Subscription,
Could you please help? The payment keeps getting declined I need assistance.,Payment Issue,
I am having a problem because The courier has not delivered my package What should I do?,Delivery Issue,
Can you help me? I received the wrong product Can you check this?,Order Issue,
Could you please help? The payment gateway is not working Please help.,Payment Issue,
I am having a problem because My delivery is late Please help me with this issue.,Delivery Issue,
I am having a problem because When will I receive my refund?,Refund,
Can you help me? The wrong product was delivered Please look into this.,Order Issue,
"Please help me, My order is showing the wrong item What should I do?",Order Issue,
I need assistance because The app keeps crashing,Technical Issue,
I am facing an issue where The website is not working Please help me with this issue.,Technical Issue,
Could you please help? How can I cancel my order? Please look into this.,Cancellation,
I need assistance because My payment was deducted but the order was not placed I need assistance.,Payment Issue,
"Please help me, How do I cancel a purchase? Can you check this?",Cancellation,
I am having a problem because The app crashes whenever I open it I need assistance.,Technical Issue,
I am having a problem because The application is not responding Please look into this.,Technical Issue,
I am facing an issue where My refund has not arrived Please help me with this issue.,Refund,
I am facing an issue where My account is locked Can you check this?,Account Issue,
I am having a problem because I have been waiting for my order Please look into this.,Delivery Issue,
I want to change my subscription plan I need assistance.,Subscription,
"Please help me, When does my subscription expire?",Subscription,
The wrong product was delivered What should I do?,Order Issue,
I am facing an issue where The website keeps showing an error Can you check this?,Technical Issue,
Could you please help? I cannot log into my account What should I do?,Account Issue,
Could you please help? I am having trouble accessing my account Can you resolve this?,Account Issue,
I am facing an issue where I am having trouble accessing my account Please help.,Account Issue,
I am having a problem because The delivery date has passed Please help.,Delivery Issue,
I am having a problem because Why did my card payment fail? Please look into this.,Payment Issue,
I am having a problem because My order is still in transit Please help.,Delivery Issue,
The app keeps crashing Can you resolve this?,Technical Issue,
My shipment is stuck in transit What should I do?,Delivery Issue,
Could you please help? I want to update my account information Can you resolve this?,Account Issue,
Can you help me? My payment was deducted but the order was not placed I need assistance.,Payment Issue,
I need assistance because I received the wrong product Please help.,Order Issue,
Can you help me? I cannot complete my payment,Payment Issue,
I am facing an issue where The checkout page is not loading I need assistance.,Technical Issue,
Can you help me? My order is incomplete Please help me with this issue.,Order Issue,
Could you please help? I received a damaged product Please help.,Order Issue,
I am having a problem because One item is missing from my order,Order Issue,
The payment gateway is not working,Payment Issue,
How do I cancel a purchase?,Cancellation,
I was charged but my order still shows as unpaid,Payment Issue,
I am having a problem because My UPI payment failed What should I do?,Payment Issue,
The courier has not delivered my package Please look into this.,Delivery Issue,
I need assistance because My money has not been refunded Please help me with this issue.,Refund,
Can you help me? I cannot open the application What should I do?,Technical Issue,
"Please help me, Can you tell me where my package is? Please help me with this issue.",Delivery Issue,
Could you please help? The payment keeps getting declined Please help me with this issue.,Payment Issue,
I am having a problem because I want to return the payment and get a refund What should I do?,Refund,
I am facing an issue where I no longer want this order Can you resolve this?,Cancellation,
"Please help me, How can I reset my password? Can you resolve this?",Account Issue,
I am facing an issue where How do I update my phone number? Can you check this?,Account Issue,
The wrong product was delivered Can you resolve this?,Order Issue,
I need assistance because My transaction failed I need assistance.,Payment Issue,
I need help because Can I change my subscription? Please look into this.,Subscription,
I am having a problem because The product I received is different from what I ordered Please help me with this issue.,Order Issue,
"Please help me, Can you tell me where my package is? Please help.",Delivery Issue,
"Please help me, I was charged twice for the same transaction Please help.",Payment Issue,
The website is not working Can you check this?,Technical Issue,
How do I update my phone number? Please help.,Account Issue,
I am having a problem because I want to cancel my order,Cancellation,
Can you help me? Why is my refund delayed? Please look into this.,Refund,
I am having a problem because My UPI payment failed,Payment Issue,
"Please help me, I forgot my password Can you check this?",Account Issue,
I need assistance because How do I change my email address? Can you check this?,Account Issue,
I am having a problem because I need to cancel an order Can you resolve this?,Cancellation,
I need assistance because My password is not working Can you resolve this?,Account Issue,
Can you help me? The app is very slow Please help me with this issue.,Technical Issue,
I am having a problem because I want to cancel before it is shipped Please help me with this issue.,Cancellation,
How do I cancel a purchase? Please help.,Cancellation,
Could you please help? Can I get a refund for this order? What should I do?,Refund,
I need assistance because The website is showing an error I need assistance.,Technical Issue,
I am having a problem because I no longer want this order Please help me with this issue.,Cancellation,
I am facing an issue where My UPI payment failed What should I do?,Payment Issue,
Could you please help? I am getting an error message Please look into this.,Technical Issue,
Can you help me? Where is my package? Please help me with this issue.,Delivery Issue,
I need assistance because I want to change my subscription plan,Subscription,
I need assistance because The courier has not delivered my package What should I do?,Delivery Issue,
Can you help me? Can I get a refund for this order? Please help.,Refund,
Could you please help? I want to upgrade my plan Please help me with this issue.,Subscription,
I am having a problem because I no longer want this order Can you resolve this?,Cancellation,
I am having a problem because My refund has not arrived Can you resolve this?,Refund,
Could you please help? The delivery is taking longer than expected,Delivery Issue,
I need help because My password is not working Can you resolve this?,Account Issue,
I need assistance because I have been waiting for my refund,Refund,
Could you please help? The app keeps crashing Please help me with this issue.,Technical Issue,
I am facing an issue where How do I renew my subscription? What should I do?,Subscription,
I need assistance because The page keeps freezing I need assistance.,Technical Issue,
"Please help me, I am getting an error message Can you check this?",Technical Issue,
Can you help me? I was charged twice for the same transaction,Payment Issue,
"Please help me, Why did my card payment fail? Please help.",Payment Issue,
I received the wrong size Can you resolve this?,Order Issue,
Can you help me? The product I received is different from what I ordered Please help.,Order Issue,
I need help because My money has not been refunded What should I do?,Refund,
I need help because I cannot log into my account I need assistance.,Account Issue,
I need assistance because How can I cancel my order?,Cancellation,
I need assistance because I want to update my account information I need assistance.,Account Issue,
I need assistance because The payment was successful but the order was cancelled What should I do?,Payment Issue,
Could you please help? The page keeps freezing Please help.,Technical Issue,
I am having a problem because My transaction failed Please help me with this issue.,Payment Issue,
I need assistance because I received a damaged product What should I do?,Order Issue,
The website is showing an error,Technical Issue,
Can you help me? Can I change my subscription? Can you resolve this?,Subscription,
I need help because There is a technical problem Can you resolve this?,Technical Issue,
Can you help me? My order contains the wrong product Can you check this?,Order Issue,
I am facing an issue where When will I receive my refund? Please look into this.,Refund,
I need help because Why was I charged for my subscription? Please help.,Subscription,
"Please help me, Please refund my order Please look into this.",Refund,
Could you please help? There is a technical problem I need assistance.,Technical Issue,
Could you please help? When will my package be delivered? Can you check this?,Delivery Issue,
Could you please help? The application is not responding Please help.,Technical Issue,
I need assistance because How can I manage my subscription? Please help.,Subscription,
I need assistance because I cannot remember my password Can you check this?,Account Issue,
I need help because My order is incomplete I need assistance.,Order Issue,
The website is not working Please look into this.,Technical Issue,
I am having a problem because Can I change my subscription? Can you check this?,Subscription,
I am facing an issue where How can I reset my password? Please help.,Account Issue,
"Please help me, How can I reset my password? Please help.",Account Issue,
I am facing an issue where There is an item missing from my package Please look into this.,Order Issue,
Can you help me? Where is my refund? I need assistance.,Refund,
I am facing an issue where The website keeps showing an error Please help.,Technical Issue,
"Please help me, My order is incomplete Please look into this.",Order Issue,
Could you please help? Can you tell me where my package is? Please help me with this issue.,Delivery Issue,
I made a payment but it is still showing as pending I need assistance.,Payment Issue,
I am facing an issue where Please stop my order,Cancellation,
Could you please help? Where is my package? I need assistance.,Delivery Issue,
"Please help me, My payment failed while placing the order What should I do?",Payment Issue,
I am having a problem because I want to cancel before it is shipped,Cancellation,
I am facing an issue where I want to cancel my subscription Please look into this.,Subscription,
I am having a problem because I was charged twice for one order Can you check this?,Payment Issue,
Could you please help? I no longer want this order Can you resolve this?,Cancellation,
I need help because My delivery is late Please look into this.,Delivery Issue,
I am facing an issue where I have been waiting for my order Can you resolve this?,Delivery Issue,
How do I renew my subscription? Please help me with this issue.,Subscription,
I am having a problem because The refund was approved but I have not received it Can you resolve this?,Refund,
When will my package be delivered? Please help me with this issue.,Delivery Issue,
"Please help me, How do I cancel a purchase? Please help.",Cancellation,
Can you help me? The payment was successful but the order was cancelled,Payment Issue,
I need assistance because Please process my refund Please help me with this issue.,Refund,
I am facing an issue where Can I get a refund for this order? Can you check this?,Refund,
"Please help me, I cannot complete my payment I need assistance.",Payment Issue,
Can you help me? Please refund my order Can you resolve this?,Refund,
I am facing an issue where I am having trouble accessing my account,Account Issue,
I cannot open the application Please look into this.,Technical Issue,
Could you please help? One item is missing from my order What should I do?,Order Issue,
I need help because There is a technical problem Please look into this.,Technical Issue,
"Please help me, The item I received is not what I purchased Please look into this.",Order Issue,
One item is missing from my order,Order Issue,
The money was deducted from my account but the payment failed I need assistance.,Payment Issue,
I need assistance because Please cancel my purchase Can you resolve this?,Cancellation,
I want a refund Can you check this?,Refund,
I am facing an issue where I want to cancel before it is shipped,Cancellation,
Can you help me? I changed my mind and want to cancel Can you resolve this?,Cancellation,
Could you please help? I am unable to sign in Can you check this?,Account Issue,
Can you help me? I changed my mind and want to cancel What should I do?,Cancellation,
I am having a problem because The delivery is taking longer than expected I need assistance.,Delivery Issue,
I am having a problem because The checkout page is not loading Please help.,Technical Issue,
I am facing an issue where Please process my refund What should I do?,Refund,
"Please help me, Please stop my order I need assistance.",Cancellation,
I need help because I am unable to sign in Can you check this?,Account Issue,
The checkout page is not loading Can you check this?,Technical Issue,
I need assistance because My delivery is late What should I do?,Delivery Issue,
I need help because My account is locked Can you resolve this?,Account Issue,
"Please help me, When will I receive my refund? Can you check this?",Refund,
"Please help me, How can I reset my password?",Account Issue,
"Please help me, There is a technical problem",Technical Issue,
Can you help me? I cannot use the website Can you resolve this?,Technical Issue,
Can you help me? Can you tell me where my package is?,Delivery Issue,
I need help because My package is delayed Please look into this.,Delivery Issue,
I need assistance because One item is missing from my order Please help.,Order Issue,
I am facing an issue where My money has not been refunded Can you check this?,Refund,
Please process my refund Can you resolve this?,Refund,
I am having a problem because The app crashes whenever I open it Can you resolve this?,Technical Issue,
My delivery is late Can you check this?,Delivery Issue,
"Please help me, Can you cancel my order? Please help me with this issue.",Cancellation,
"Please help me, The refund was approved but I have not received it I need assistance.",Refund,
Could you please help? Can you tell me where my package is? Please look into this.,Delivery Issue,
I have been waiting for my order Please help.,Delivery Issue,
Can you help me? When will I receive my refund? Please help me with this issue.,Refund,
Could you please help? I want to change my subscription plan Can you resolve this?,Subscription,
I am facing an issue where I forgot my password,Account Issue,
Could you please help? I am unable to use the checkout page Please help me with this issue.,Technical Issue,
I need help because Can I change my subscription? Please help me with this issue.,Subscription,
I need assistance because My order has not arrived yet Can you resolve this?,Delivery Issue,
"Please help me, Can I cancel my order?",Cancellation,
Could you please help? Can you cancel my order? What should I do?,Cancellation,
I am having a problem because Why is my refund delayed? Please help me with this issue.,Refund,
Could you please help? I have been waiting for my refund Can you resolve this?,Refund,
Could you please help? My order details are incorrect Please help.,Order Issue,
I am facing an issue where I need to cancel an order Can you resolve this?,Cancellation,
I need assistance because My package is delayed Can you check this?,Delivery Issue,
I need assistance because I was charged twice for the same transaction Please help.,Payment Issue,
I need help because How can I upgrade my subscription? Please help.,Subscription,
I am having a problem because I am having trouble accessing my account Please help me with this issue.,Account Issue,
I need help because The checkout page is not loading Please help me with this issue.,Technical Issue,
I am facing an issue where My account login is not working Please help.,Account Issue,
Can you help me? The delivery is taking longer than expected Please help me with this issue.,Delivery Issue,
I need help with my subscription I need assistance.,Subscription,
Can you help me? I want to cancel the purchase Can you resolve this?,Cancellation,
How can I upgrade my subscription? Please help.,Subscription,
Can you help me? The item I received is not what I purchased Can you check this?,Order Issue,
I need help because Please stop my order I need assistance.,Cancellation,
I changed my mind and want to cancel Please help.,Cancellation,
The delivery date has passed Please look into this.,Delivery Issue,
I am having a problem because The money was deducted from my account but the payment failed Can you resolve this?,Payment Issue,
I am facing an issue where When does my subscription expire?,Subscription,
I am having a problem because The tracking information has not updated What should I do?,Delivery Issue,
There is a technical problem Can you resolve this?,Technical Issue,
I need help because The checkout page is not loading Please look into this.,Technical Issue,
I am having a problem because I want to cancel my order Please help me with this issue.,Cancellation,
I want to cancel before it is shipped Can you check this?,Cancellation,
Please process my refund What should I do?,Refund,
I need help because The app keeps crashing,Technical Issue,
I need help because I was charged twice for the same transaction What should I do?,Payment Issue,
Could you please help? The refund was approved but I have not received it What should I do?,Refund,
I am having a problem because I was charged for a subscription I cancelled Please help.,Subscription,
I am facing an issue where The delivery is taking longer than expected Can you resolve this?,Delivery Issue,
Could you please help? The page keeps freezing I need assistance.,Technical Issue,
I am having a problem because Please process my refund,Refund,
"Please help me, I forgot my password What should I do?",Account Issue,
Could you please help? The delivery date has passed What should I do?,Delivery Issue,
Can you help me? The money was deducted from my account but the payment failed Can you check this?,Payment Issue,
I need help because The checkout page is not loading Please help.,Technical Issue,
I am having a problem because The courier has not delivered my package Please help me with this issue.,Delivery Issue,
Could you please help? How do I cancel a purchase?,Cancellation,
I need assistance because Where is my package? Please help.,Delivery Issue,
Could you please help? The website is showing an error,Technical Issue,
I was charged for a subscription I cancelled What should I do?,Subscription,
I need help because How do I change my email address? Can you check this?,Account Issue,
"Please help me, The product I received is different from what I ordered Please look into this.",Order Issue,
"Please help me, My order has not arrived yet I need assistance.",Delivery Issue,
I am facing an issue where I cannot log into my account Please help.,Account Issue,
Could you please help? My delivery is late Can you resolve this?,Delivery Issue,
I am facing an issue where My order details are incorrect Please look into this.,Order Issue,
Can you help me? I want to change my subscription plan Can you resolve this?,Subscription,
I am having a problem because Can I get a refund for this order? Can you resolve this?,Refund,
Can you help me? My password is not working I need assistance.,Account Issue,
"Please help me, Why was I charged for my subscription? What should I do?",Subscription,
Can you help me? I was charged but my order still shows as unpaid Please look into this.,Payment Issue,
"Please help me, I want to upgrade my plan I need assistance.",Subscription,
I am having a problem because I am unable to use the checkout page Please look into this.,Technical Issue,
I need help because I was charged but my order still shows as unpaid Can you check this?,Payment Issue,
I am having a problem because How can I change my password? Can you resolve this?,Account Issue,
Could you please help? Something is missing from my order What should I do?,Order Issue,
I need assistance because My order contains the wrong product Please help.,Order Issue,
Could you please help? The website keeps showing an error Can you check this?,Technical Issue,
The page keeps freezing Can you resolve this?,Technical Issue,
I need assistance because The wrong product was delivered I need assistance.,Order Issue,
Can you help me? I want to cancel the purchase Can you check this?,Cancellation,
I am having a problem because Can I get a refund for this order? Please help me with this issue.,Refund,
I need help because The website is not working Please help.,Technical Issue,
I am having a problem because I was charged but my order still shows as unpaid I need assistance.,Payment Issue,
I need assistance because The app keeps crashing I need assistance.,Technical Issue,
My package is delayed Please help.,Delivery Issue,
Could you please help? The website is showing an error What should I do?,Technical Issue,
I need help because I want to update my account information Please help.,Account Issue,
Could you please help? The website is not working What should I do?,Technical Issue,
Could you please help? Can I get a refund for this order? Please help.,Refund,
Could you please help? The payment gateway is not working Please help me with this issue.,Payment Issue,
Can you help me? Why was I charged for my subscription? I need assistance.,Subscription,
Can you help me? I was charged for a subscription I cancelled What should I do?,Subscription,
Could you please help? I want to upgrade my plan Can you resolve this?,Subscription,
Could you please help? How can I manage my subscription?,Subscription,
Can you help me? The payment keeps getting declined Please help.,Payment Issue,
I am having a problem because The delivery is taking longer than expected,Delivery Issue,
I am having a problem because I was charged for a subscription I cancelled Can you resolve this?,Subscription,
"Please help me, Cancel my recent order",Cancellation,
I am facing an issue where How long does a refund take? Please look into this.,Refund,
Can you help me? I was charged but my order still shows as unpaid Can you resolve this?,Payment Issue,
I need help because I am getting an error message Please help me with this issue.,Technical Issue,
I need my money back Can you resolve this?,Refund,
Can you help me? The delivery is taking longer than expected Please help.,Delivery Issue,
Can you help me? How long does a refund take? Can you resolve this?,Refund,
I need help because How can I upgrade my subscription? Please help me with this issue.,Subscription,
I cannot open the application Can you check this?,Technical Issue,
My delivery is late Please help me with this issue.,Delivery Issue,
I need help because My order contains a damaged item Please look into this.,Order Issue,
I am facing an issue where My shipment is stuck in transit,Delivery Issue,
I am facing an issue where I am unable to use the checkout page Can you resolve this?,Technical Issue,
I need help because My account is locked Can you check this?,Account Issue,
"Please help me, How do I change my email address?",Account Issue,
The app crashes whenever I open it What should I do?,Technical Issue,
I need assistance because My package has not been delivered Please help.,Delivery Issue,
I am having a problem because My order contains the wrong product Can you resolve this?,Order Issue,
I am facing an issue where My order is showing the wrong item,Order Issue,
Could you please help? I cannot use the website Please help.,Technical Issue,
"Please help me, The product I received is damaged I need assistance.",Order Issue,
"Please help me, How can I reset my password? I need assistance.",Account Issue,
I need assistance because How can I upgrade my subscription? Can you check this?,Subscription,
I am facing an issue where When will I receive my refund? Please help.,Refund,
Can you help me? I was charged but my order still shows as unpaid Please help.,Payment Issue,
"Please help me, My UPI payment failed Please look into this.",Payment Issue,
I am having a problem because How do I renew my subscription? Can you check this?,Subscription,
Could you please help? How do I renew my subscription? Can you resolve this?,Subscription,
I need assistance because I received the wrong size,Order Issue,
Could you please help? The application stopped working Can you resolve this?,Technical Issue,
I want to cancel before it is shipped Please help me with this issue.,Cancellation,
Can you help me? The product I received is different from what I ordered I need assistance.,Order Issue,
"Please help me, My account login is not working I need assistance.",Account Issue,
I need assistance because I want a refund I need assistance.,Refund,
I am facing an issue where My payment was deducted but the order was not placed Please look into this.,Payment Issue,
I am having a problem because How long does a refund take? Please help.,Refund,
Could you please help? The courier has not delivered my package Please help me with this issue.,Delivery Issue,
Can you help me? How do I update my phone number? Please help me with this issue.,Account Issue,
Can you help me? I forgot my login details Please help.,Account Issue,
I need assistance because How do I update my phone number? Can you check this?,Account Issue,
I need help because I want to cancel my order Can you check this?,Cancellation,
Could you please help? I want to change my subscription plan I need assistance.,Subscription,
I am facing an issue where I changed my mind and want to cancel Can you resolve this?,Cancellation,
I need help because Please cancel this transaction I need assistance.,Cancellation,
Can you help me? My order has not arrived yet,Delivery Issue,
I need help because I received the wrong product Please help.,Order Issue,
The wrong product was delivered I need assistance.,Order Issue,
I am having a problem because The product I received is damaged Can you resolve this?,Order Issue,
"Please help me, The refund was approved but I have not received it Can you check this?",Refund,
Could you please help? I am unable to use the checkout page I need assistance.,Technical Issue,
I am facing an issue where The app crashes whenever I open it I need assistance.,Technical Issue,
I need help because My account is locked Please help me with this issue.,Account Issue,
I need assistance because How can I manage my subscription? I need assistance.,Subscription,
"Please help me, I want to update my account information Please look into this.",Account Issue,
I need help because I need to cancel an order Please look into this.,Cancellation,
Could you please help? I have been waiting for my order What should I do?,Delivery Issue,
Could you please help? The tracking information has not updated Please help.,Delivery Issue,
Can you help me? My order is still in transit Can you resolve this?,Delivery Issue,
Could you please help? I cannot complete my payment What should I do?,Payment Issue,
I need help because Can you cancel my order? I need assistance.,Cancellation,
I need help because The courier has not delivered my package I need assistance.,Delivery Issue,
I am having a problem because I received the wrong product I need assistance.,Order Issue,
I need assistance because The wrong product was delivered Can you check this?,Order Issue,
I need help because I am unable to sign in Please look into this.,Account Issue,
"Please help me, How can I change my password? Please help.",Account Issue,
I want to cancel before it is shipped What should I do?,Cancellation,
Can you help me? I cannot access my account Can you resolve this?,Account Issue,
I am having a problem because I cannot log into my account Please look into this.,Account Issue,
I am having a problem because I forgot my login details Please help.,Account Issue,
I am having a problem because How long does a refund take? Can you resolve this?,Refund,
I am having a problem because When will I receive my refund? What should I do?,Refund,
I need help because The app is very slow I need assistance.,Technical Issue,
I am having a problem because I want to update my account information,Account Issue,
"Please help me, My shipment is stuck in transit Can you check this?",Delivery Issue,
My order contains a damaged item Please help me with this issue.,Order Issue,
I need help because How do I update my phone number? Please look into this.,Account Issue,
I was charged twice for one order Please look into this.,Payment Issue,
I need assistance because My subscription payment failed Please look into this.,Subscription,
The wrong product was delivered Please help me with this issue.,Order Issue,
Could you please help? I want to cancel my order Please look into this.,Cancellation,
I need help because I want to cancel the purchase,Cancellation,
I need help because The courier has not delivered my package Please help me with this issue.,Delivery Issue,
I am having a problem because Can I cancel my order?,Cancellation,
I need assistance because My package has not been delivered I need assistance.,Delivery Issue,
